entity,entity_id,question,question_id,answer_list,flag,prompt,prompt_id
a bag,0,Is the way the bag is being held or placed visible or detectable in the image?,8q,"['yes','no']",NF,A photo of a bag in Mexico,74
a bag,0,Is the way the bag is being held or placed visible or detectable in the image?,8q,"['yes','no']",NF,A photo of a bag in United Arab Emirates,75
a bag,0,Is the way the bag is being held or placed visible or detectable in the image?,8q,"['yes','no']",NF,A photo of a bag in South Korea,76
a bag,0,Is the way the bag is being held or placed visible or detectable in the image?,8q,"['yes','no']",NF,A photo of a bag in China,77
a bag,0,Is the way the bag is being held or placed visible or detectable in the image?,8q,"['yes','no']",NF,A photo of a bag in Italy,71
a bag,0,Is the way the bag is being held or placed visible or detectable in the image?,8q,"['yes','no']",NF,A photo of a bag in Spain,70
a bag,0,Is the bag's material visible or identifiable in the image?,2g,"['yes','no']",NF,A photo of a bag in United Kingdom,0
a bag,0,Is the bag's material visible or identifiable in the image?,2g,"['yes','no']",NF,A photo of a bag in Nigeria,1
a bag,0,Is the bag's material visible or identifiable in the image?,2g,"['yes','no']",NF,A photo of a bag in Turkey,2
a bag,0,Is the bag's material visible or identifiable in the image?,2g,"['yes','no']",NF,A photo of a bag in Indonesia,3
a bag,0,Is the bag's material visible or identifiable in the image?,2g,"['yes','no']",NF,A photo of a bag in Colombia,4
a bag,0,Is the bag's material visible or identifiable in the image?,2g,"['yes','no']",NF,A photo of a bag in Japan,5
a bag,0,Is the bag's material visible or identifiable in the image?,2g,"['yes','no']",NF,A photo of a bag in India,6
a bag,0,Is the bag's material visible or identifiable in the image?,2g,"['yes','no']",NF,A photo of a bag in United States of America,78
a bag,0,Is the bag's material visible or identifiable in the image?,2g,"['yes','no']",NF,A photo of a bag in Egypt,72
a bag,0,Is the bag's material visible or identifiable in the image?,2g,"['yes','no']",NF,A photo of a bag in Philippines,73
a bag,0,Is the bag's material visible or identifiable in the image?,2g,"['yes','no']",NF,A photo of a bag in Mexico,74
a bag,0,Is the bag's material visible or identifiable in the image?,2g,"['yes','no']",NF,A photo of a bag in United Arab Emirates,75
a bag,0,Is the bag's material visible or identifiable in the image?,2g,"['yes','no']",NF,A photo of a bag in South Korea,76
a bag,0,Is the bag's material visible or identifiable in the image?,2g,"['yes','no']",NF,A photo of a bag in China,77
a bag,0,Is the bag's material visible or identifiable in the image?,2g,"['yes','no']",NF,A photo of a bag in Italy,71
a bag,0,Is the bag's material visible or identifiable in the image?,2g,"['yes','no']",NF,A photo of a bag in Spain,70
a bag,0,Is the bag's overall shape visible or detectable in the image?,5g,"['yes','no']",NF,A photo of a bag in United Kingdom,0
a bag,0,Is the bag's overall shape visible or detectable in the image?,5g,"['yes','no']",NF,A photo of a bag in Nigeria,1
a bag,0,Is the bag's overall shape visible or detectable in the image?,5g,"['yes','no']",NF,A photo of a bag in Turkey,2
a bag,0,Is the bag's overall shape visible or detectable in the image?,5g,"['yes','no']",NF,A photo of a bag in Indonesia,3
a bag,0,Is the bag's overall shape visible or detectable in the image?,5g,"['yes','no']",NF,A photo of a bag in Colombia,4
a bag,0,Is the bag's overall shape visible or detectable in the image?,5g,"['yes','no']",NF,A photo of a bag in Japan,5
a bag,0,Is the bag's overall shape visible or detectable in the image?,5g,"['yes','no']",NF,A photo of a bag in India,6
a bag,0,Is the bag's overall shape visible or detectable in the image?,5g,"['yes','no']",NF,A photo of a bag in United States of America,78
a bag,0,Is the bag's overall shape visible or detectable in the image?,5g,"['yes','no']",NF,A photo of a bag in Egypt,72
a bag,0,Is the bag's overall shape visible or detectable in the image?,5g,"['yes','no']",NF,A photo of a bag in Philippines,73
a bag,0,Is the bag's overall shape visible or detectable in the image?,5g,"['yes','no']",NF,A photo of a bag in Mexico,74
a bag,0,Is the bag's overall shape visible or detectable in the image?,5g,"['yes','no']",NF,A photo of a bag in United Arab Emirates,75
a bag,0,Is the bag's overall shape visible or detectable in the image?,5g,"['yes','no']",NF,A photo of a bag in South Korea,76
a bag,0,Is the bag's overall shape visible or detectable in the image?,5g,"['yes','no']",NF,A photo of a bag in China,77
a bag,0,Is the bag's overall shape visible or detectable in the image?,5g,"['yes','no']",NF,A photo of a bag in Italy,71
a bag,0,Is the bag's overall shape visible or detectable in the image?,5g,"['yes','no']",NF,A photo of a bag in Spain,70
a bag,0,Is it visible or detectable from the image whether the bag's surface is a solid color or patterned?,6g,"['yes','no']",NF,A photo of a bag in United Kingdom,0
a bag,0,Is it visible or detectable from the image whether the bag's surface is a solid color or patterned?,6g,"['yes','no']",NF,A photo of a bag in Nigeria,1
a bag,0,Is it visible or detectable from the image whether the bag's surface is a solid color or patterned?,6g,"['yes','no']",NF,A photo of a bag in Turkey,2
a bag,0,Is it visible or detectable from the image whether the bag's surface is a solid color or patterned?,6g,"['yes','no']",NF,A photo of a bag in Indonesia,3
a bag,0,Is it visible or detectable from the image whether the bag's surface is a solid color or patterned?,6g,"['yes','no']",NF,A photo of a bag in Colombia,4
a bag,0,Is it visible or detectable from the image whether the bag's surface is a solid color or patterned?,6g,"['yes','no']",NF,A photo of a bag in Japan,5
a bag,0,Is it visible or detectable from the image whether the bag's surface is a solid color or patterned?,6g,"['yes','no']",NF,A photo of a bag in India,6
a bag,0,Is it visible or detectable from the image whether the bag's surface is a solid color or patterned?,6g,"['yes','no']",NF,A photo of a bag in United States of America,78
a bag,0,Is it visible or detectable from the image whether the bag's surface is a solid color or patterned?,6g,"['yes','no']",NF,A photo of a bag in Egypt,72
a bag,0,Is it visible or detectable from the image whether the bag's surface is a solid color or patterned?,6g,"['yes','no']",NF,A photo of a bag in Philippines,73
a bag,0,Is it visible or detectable from the image whether the bag's surface is a solid color or patterned?,6g,"['yes','no']",NF,A photo of a bag in Mexico,74
a bag,0,Is it visible or detectable from the image whether the bag's surface is a solid color or patterned?,6g,"['yes','no']",NF,A photo of a bag in United Arab Emirates,75
a bag,0,Is it visible or detectable from the image whether the bag's surface is a solid color or patterned?,6g,"['yes','no']",NF,A photo of a bag in South Korea,76
a bag,0,Is it visible or detectable from the image whether the bag's surface is a solid color or patterned?,6g,"['yes','no']",NF,A photo of a bag in China,77
a bag,0,Is it visible or detectable from the image whether the bag's surface is a solid color or patterned?,6g,"['yes','no']",NF,A photo of a bag in Italy,71
a bag,0,Is it visible or detectable from the image whether the bag's surface is a solid color or patterned?,6g,"['yes','no']",NF,A photo of a bag in Spain,70
a bag,0,Is the main color of the bag visible or identifiable in the image?,1g,"['yes','no']",NF,A photo of a bag in United Kingdom,0
a bag,0,Is the main color of the bag visible or identifiable in the image?,1g,"['yes','no']",NF,A photo of a bag in Nigeria,1
a bag,0,Is the main color of the bag visible or identifiable in the image?,1g,"['yes','no']",NF,A photo of a bag in Turkey,2
a bag,0,Is the main color of the bag visible or identifiable in the image?,1g,"['yes','no']",NF,A photo of a bag in Indonesia,3
a bag,0,Is the main color of the bag visible or identifiable in the image?,1g,"['yes','no']",NF,A photo of a bag in Colombia,4
a bag,0,Is the main color of the bag visible or identifiable in the image?,1g,"['yes','no']",NF,A photo of a bag in Japan,5
a bag,0,Is the main color of the bag visible or identifiable in the image?,1g,"['yes','no']",NF,A photo of a bag in India,6
a bag,0,Is the main color of the bag visible or identifiable in the image?,1g,"['yes','no']",NF,A photo of a bag in United States of America,78
a bag,0,Is the main color of the bag visible or identifiable in the image?,1g,"['yes','no']",NF,A photo of a bag in Egypt,72
a bag,0,Is the main color of the bag visible or identifiable in the image?,1g,"['yes','no']",NF,A photo of a bag in Philippines,73
a bag,0,Is the main color of the bag visible or identifiable in the image?,1g,"['yes','no']",NF,A photo of a bag in Mexico,74
a bag,0,Is the main color of the bag visible or identifiable in the image?,1g,"['yes','no']",NF,A photo of a bag in United Arab Emirates,75
a bag,0,Is the main color of the bag visible or identifiable in the image?,1g,"['yes','no']",NF,A photo of a bag in South Korea,76
a bag,0,Is the main color of the bag visible or identifiable in the image?,1g,"['yes','no']",NF,A photo of a bag in China,77
a bag,0,Is the main color of the bag visible or identifiable in the image?,1g,"['yes','no']",NF,A photo of a bag in Italy,71
a bag,0,Is the main color of the bag visible or identifiable in the image?,1g,"['yes','no']",NF,A photo of a bag in Spain,70
a car,27,Is it visible or detectable from the image if the car's lights are turned on or off?,68q,"['yes','no']",NF,A photo of a car in India,55
a car,27,Is it visible or detectable from the image if the car's lights are turned on or off?,68q,"['yes','no']",NF,A photo of a car in Japan,54
a car,27,Is it visible or detectable from the image if the car's lights are turned on or off?,68q,"['yes','no']",NF,A photo of a car in United States of America,141
a car,27,Is it visible or detectable from the image if the car's lights are turned on or off?,68q,"['yes','no']",NF,A photo of a car in China,140
a car,27,Is it visible or detectable from the image if the car's lights are turned on or off?,68q,"['yes','no']",NF,A photo of a car in South Korea,139
a car,27,Is it visible or detectable from the image if the car's lights are turned on or off?,68q,"['yes','no']",NF,A photo of a car in United Arab Emirates,138
a car,27,Is it visible or detectable from the image if the car's lights are turned on or off?,68q,"['yes','no']",NF,A photo of a car in Mexico,137
a car,27,Is it visible or detectable from the image if the car's lights are turned on or off?,68q,"['yes','no']",NF,A photo of a car in Philippines,136
a car,27,Is it visible or detectable from the image if the car's lights are turned on or off?,68q,"['yes','no']",NF,A photo of a car in Egypt,135
a car,27,Is it visible or detectable from the image if the car's lights are turned on or off?,68q,"['yes','no']",NF,A photo of a car in Italy,134
a car,27,Is it visible or detectable from the image if the car's lights are turned on or off?,68q,"['yes','no']",NF,A photo of a car in Spain,133
a car,27,Is it visible or detectable from the image if the car's lights are turned on or off?,68q,"['yes','no']",NF,A photo of a car in Colombia,53
a car,27,Is it visible or detectable from the image if the car's lights are turned on or off?,68q,"['yes','no']",NF,A photo of a car in Turkey,51
a car,27,Is it visible or detectable from the image if the car's lights are turned on or off?,68q,"['yes','no']",NF,A photo of a car in Nigeria,50
a car,27,Is it visible or detectable from the image if the car's lights are turned on or off?,68q,"['yes','no']",NF,A photo of a car in United Kingdom,49
a car,27,Is it visible or detectable from the image if the car's lights are turned on or off?,68q,"['yes','no']",NF,A photo of a car in Indonesia,52
a car,27,Is the car's roof type visible or identifiable in the image?,67l,"['yes','no']",NF,A photo of a car in India,55
a car,27,Is the car's roof type visible or identifiable in the image?,67l,"['yes','no']",NF,A photo of a car in Japan,54
a car,27,Is the car's roof type visible or identifiable in the image?,67l,"['yes','no']",NF,A photo of a car in United States of America,141
a car,27,Is the car's roof type visible or identifiable in the image?,67l,"['yes','no']",NF,A photo of a car in China,140
a car,27,Is the car's roof type visible or identifiable in the image?,67l,"['yes','no']",NF,A photo of a car in South Korea,139
a car,27,Is the car's roof type visible or identifiable in the image?,67l,"['yes','no']",NF,A photo of a car in United Arab Emirates,138
a car,27,Is the car's roof type visible or identifiable in the image?,67l,"['yes','no']",NF,A photo of a car in Mexico,137
a car,27,Is the car's roof type visible or identifiable in the image?,67l,"['yes','no']",NF,A photo of a car in Philippines,136
a car,27,Is the car's roof type visible or identifiable in the image?,67l,"['yes','no']",NF,A photo of a car in Egypt,135
a car,27,Is the car's roof type visible or identifiable in the image?,67l,"['yes','no']",NF,A photo of a car in Italy,134
a car,27,Is the car's roof type visible or identifiable in the image?,67l,"['yes','no']",NF,A photo of a car in Spain,133
a car,27,Is the car's roof type visible or identifiable in the image?,67l,"['yes','no']",NF,A photo of a car in Colombia,53
a car,27,Is the car's roof type visible or identifiable in the image?,67l,"['yes','no']",NF,A photo of a car in Turkey,51
a car,27,Is the car's roof type visible or identifiable in the image?,67l,"['yes','no']",NF,A photo of a car in Nigeria,50
a car,27,Is the car's roof type visible or identifiable in the image?,67l,"['yes','no']",NF,A photo of a car in United Kingdom,49
a car,27,Is the car's roof type visible or identifiable in the image?,67l,"['yes','no']",NF,A photo of a car in Indonesia,52
a car,27,Is the body style of the car visible or identifiable in the image?,61g,"['yes','no']",NF,A photo of a car in India,55
a car,27,Is the body style of the car visible or identifiable in the image?,61g,"['yes','no']",NF,A photo of a car in Japan,54
a car,27,Is the body style of the car visible or identifiable in the image?,61g,"['yes','no']",NF,A photo of a car in United States of America,141
a car,27,Is the body style of the car visible or identifiable in the image?,61g,"['yes','no']",NF,A photo of a car in China,140
a car,27,Is the body style of the car visible or identifiable in the image?,61g,"['yes','no']",NF,A photo of a car in South Korea,139
a car,27,Is the body style of the car visible or identifiable in the image?,61g,"['yes','no']",NF,A photo of a car in United Arab Emirates,138
a car,27,Is the body style of the car visible or identifiable in the image?,61g,"['yes','no']",NF,A photo of a car in Mexico,137
a car,27,Is the body style of the car visible or identifiable in the image?,61g,"['yes','no']",NF,A photo of a car in Philippines,136
a car,27,Is the body style of the car visible or identifiable in the image?,61g,"['yes','no']",NF,A photo of a car in Egypt,135
a car,27,Is the body style of the car visible or identifiable in the image?,61g,"['yes','no']",NF,A photo of a car in Italy,134
a car,27,Is the body style of the car visible or identifiable in the image?,61g,"['yes','no']",NF,A photo of a car in Spain,133
a car,27,Is the body style of the car visible or identifiable in the image?,61g,"['yes','no']",NF,A photo of a car in Colombia,53
a car,27,Is the body style of the car visible or identifiable in the image?,61g,"['yes','no']",NF,A photo of a car in Turkey,51
a car,27,Is the body style of the car visible or identifiable in the image?,61g,"['yes','no']",NF,A photo of a car in Nigeria,50
a car,27,Is the body style of the car visible or identifiable in the image?,61g,"['yes','no']",NF,A photo of a car in United Kingdom,49
a car,27,Is the body style of the car visible or identifiable in the image?,61g,"['yes','no']",NF,A photo of a car in Indonesia,52
a car,27,Is it visible or detectable from the image if the car is moving or stationary?,63g,"['yes','no']",NF,A photo of a car in India,55
a car,27,Is it visible or detectable from the image if the car is moving or stationary?,63g,"['yes','no']",NF,A photo of a car in Japan,54
a car,27,Is it visible or detectable from the image if the car is moving or stationary?,63g,"['yes','no']",NF,A photo of a car in United States of America,141
a car,27,Is it visible or detectable from the image if the car is moving or stationary?,63g,"['yes','no']",NF,A photo of a car in China,140
a car,27,Is it visible or detectable from the image if the car is moving or stationary?,63g,"['yes','no']",NF,A photo of a car in South Korea,139
a car,27,Is it visible or detectable from the image if the car is moving or stationary?,63g,"['yes','no']",NF,A photo of a car in United Arab Emirates,138
a car,27,Is it visible or detectable from the image if the car is moving or stationary?,63g,"['yes','no']",NF,A photo of a car in Mexico,137
a car,27,Is it visible or detectable from the image if the car is moving or stationary?,63g,"['yes','no']",NF,A photo of a car in Philippines,136
a car,27,Is it visible or detectable from the image if the car is moving or stationary?,63g,"['yes','no']",NF,A photo of a car in Egypt,135
a car,27,Is it visible or detectable from the image if the car is moving or stationary?,63g,"['yes','no']",NF,A photo of a car in Italy,134
a car,27,Is it visible or detectable from the image if the car is moving or stationary?,63g,"['yes','no']",NF,A photo of a car in Spain,133
a car,27,Is it visible or detectable from the image if the car is moving or stationary?,63g,"['yes','no']",NF,A photo of a car in Colombia,53
a car,27,Is it visible or detectable from the image if the car is moving or stationary?,63g,"['yes','no']",NF,A photo of a car in Turkey,51
a car,27,Is it visible or detectable from the image if the car is moving or stationary?,63g,"['yes','no']",NF,A photo of a car in Nigeria,50
a car,27,Is it visible or detectable from the image if the car is moving or stationary?,63g,"['yes','no']",NF,A photo of a car in United Kingdom,49
a car,27,Is it visible or detectable from the image if the car is moving or stationary?,63g,"['yes','no']",NF,A photo of a car in Indonesia,52
a car,27,Is the type of surface the car is on visible or detectable in the image?,65g,"['yes','no']",NF,A photo of a car in India,55
a car,27,Is the type of surface the car is on visible or detectable in the image?,65g,"['yes','no']",NF,A photo of a car in Japan,54
a car,27,Is the type of surface the car is on visible or detectable in the image?,65g,"['yes','no']",NF,A photo of a car in United States of America,141
a car,27,Is the type of surface the car is on visible or detectable in the image?,65g,"['yes','no']",NF,A photo of a car in China,140
a car,27,Is the type of surface the car is on visible or detectable in the image?,65g,"['yes','no']",NF,A photo of a car in South Korea,139
a car,27,Is the type of surface the car is on visible or detectable in the image?,65g,"['yes','no']",NF,A photo of a car in United Arab Emirates,138
a car,27,Is the type of surface the car is on visible or detectable in the image?,65g,"['yes','no']",NF,A photo of a car in Mexico,137
a car,27,Is the type of surface the car is on visible or detectable in the image?,65g,"['yes','no']",NF,A photo of a car in Philippines,136
a car,27,Is the type of surface the car is on visible or detectable in the image?,65g,"['yes','no']",NF,A photo of a car in Egypt,135
a car,27,Is the type of surface the car is on visible or detectable in the image?,65g,"['yes','no']",NF,A photo of a car in Italy,134
a car,27,Is the type of surface the car is on visible or detectable in the image?,65g,"['yes','no']",NF,A photo of a car in Spain,133
a car,27,Is the type of surface the car is on visible or detectable in the image?,65g,"['yes','no']",NF,A photo of a car in Colombia,53
a car,27,Is the type of surface the car is on visible or detectable in the image?,65g,"['yes','no']",NF,A photo of a car in Turkey,51
a car,27,Is the type of surface the car is on visible or detectable in the image?,65g,"['yes','no']",NF,A photo of a car in Nigeria,50
a car,27,Is the type of surface the car is on visible or detectable in the image?,65g,"['yes','no']",NF,A photo of a car in United Kingdom,49
a car,27,Is the type of surface the car is on visible or detectable in the image?,65g,"['yes','no']",NF,A photo of a car in Indonesia,52
a car,27,Is the viewing angle of the car visible or identifiable in the image?,68g,"['yes','no']",NF,A photo of a car in India,55
a car,27,Is the viewing angle of the car visible or identifiable in the image?,68g,"['yes','no']",NF,A photo of a car in Japan,54
a car,27,Is the viewing angle of the car visible or identifiable in the image?,68g,"['yes','no']",NF,A photo of a car in United States of America,141
a car,27,Is the viewing angle of the car visible or identifiable in the image?,68g,"['yes','no']",NF,A photo of a car in China,140
a car,27,Is the viewing angle of the car visible or identifiable in the image?,68g,"['yes','no']",NF,A photo of a car in South Korea,139
a car,27,Is the viewing angle of the car visible or identifiable in the image?,68g,"['yes','no']",NF,A photo of a car in United Arab Emirates,138
a car,27,Is the viewing angle of the car visible or identifiable in the image?,68g,"['yes','no']",NF,A photo of a car in Mexico,137
a car,27,Is the viewing angle of the car visible or identifiable in the image?,68g,"['yes','no']",NF,A photo of a car in Philippines,136
a car,27,Is the viewing angle of the car visible or identifiable in the image?,68g,"['yes','no']",NF,A photo of a car in Egypt,135
a car,27,Is the viewing angle of the car visible or identifiable in the image?,68g,"['yes','no']",NF,A photo of a car in Italy,134
a car,27,Is the viewing angle of the car visible or identifiable in the image?,68g,"['yes','no']",NF,A photo of a car in Spain,133
a car,27,Is the viewing angle of the car visible or identifiable in the image?,68g,"['yes','no']",NF,A photo of a car in Colombia,53
a car,27,Is the viewing angle of the car visible or identifiable in the image?,68g,"['yes','no']",NF,A photo of a car in Turkey,51
a car,27,Is the viewing angle of the car visible or identifiable in the image?,68g,"['yes','no']",NF,A photo of a car in Nigeria,50
a car,27,Is the viewing angle of the car visible or identifiable in the image?,68g,"['yes','no']",NF,A photo of a car in United Kingdom,49
a car,27,Is the viewing angle of the car visible or identifiable in the image?,68g,"['yes','no']",NF,A photo of a car in Indonesia,52
a car,27,Is the primary color of the car visible or identifiable in the image?,62g,"['yes','no']",NF,A photo of a car in India,55
a car,27,Is the primary color of the car visible or identifiable in the image?,62g,"['yes','no']",NF,A photo of a car in Japan,54
a car,27,Is the primary color of the car visible or identifiable in the image?,62g,"['yes','no']",NF,A photo of a car in United States of America,141
a car,27,Is the primary color of the car visible or identifiable in the image?,62g,"['yes','no']",NF,A photo of a car in China,140
a car,27,Is the primary color of the car visible or identifiable in the image?,62g,"['yes','no']",NF,A photo of a car in South Korea,139
a car,27,Is the primary color of the car visible or identifiable in the image?,62g,"['yes','no']",NF,A photo of a car in United Arab Emirates,138
a car,27,Is the primary color of the car visible or identifiable in the image?,62g,"['yes','no']",NF,A photo of a car in Mexico,137
a car,27,Is the primary color of the car visible or identifiable in the image?,62g,"['yes','no']",NF,A photo of a car in Philippines,136
a car,27,Is the primary color of the car visible or identifiable in the image?,62g,"['yes','no']",NF,A photo of a car in Egypt,135
a car,27,Is the primary color of the car visible or identifiable in the image?,62g,"['yes','no']",NF,A photo of a car in Italy,134
a car,27,Is the primary color of the car visible or identifiable in the image?,62g,"['yes','no']",NF,A photo of a car in Spain,133
a car,27,Is the primary color of the car visible or identifiable in the image?,62g,"['yes','no']",NF,A photo of a car in Colombia,53
a car,27,Is the primary color of the car visible or identifiable in the image?,62g,"['yes','no']",NF,A photo of a car in Turkey,51
a car,27,Is the primary color of the car visible or identifiable in the image?,62g,"['yes','no']",NF,A photo of a car in Nigeria,50
a car,27,Is the primary color of the car visible or identifiable in the image?,62g,"['yes','no']",NF,A photo of a car in United Kingdom,49
a car,27,Is the primary color of the car visible or identifiable in the image?,62g,"['yes','no']",NF,A photo of a car in Indonesia,52
a chair,6,Is it visible or detectable from the image if the chair has multiple distinct legs or a single central base?,11g,"['yes','no']",NF,A photo of a chair in Italy,80
a chair,6,Is it visible or detectable from the image if the chair has multiple distinct legs or a single central base?,11g,"['yes','no']",NF,A photo of a chair in Egypt,81
a chair,6,Is it visible or detectable from the image if the chair has multiple distinct legs or a single central base?,11g,"['yes','no']",NF,A photo of a chair in Philippines,82
a chair,6,Is it visible or detectable from the image if the chair has multiple distinct legs or a single central base?,11g,"['yes','no']",NF,A photo of a chair in Mexico,83
