entity,entity_id,question,question_id,answer_list,flag,prompt,prompt_id
a backyard,24,"Are there any structures (e.g., a shed, playhouse) in the backyard?",58q,"['yes', 'no']",F,A photo of a backyard in United States of America,132
a backyard,24,"Are there any structures (e.g., a shed, playhouse) in the backyard?",58q,"['yes', 'no']",F,A photo of a backyard in China,131
a backyard,24,"Are there any structures (e.g., a shed, playhouse) in the backyard?",58q,"['yes', 'no']",F,A photo of a backyard in South Korea,130
a backyard,24,"Are there any structures (e.g., a shed, playhouse) in the backyard?",58q,"['yes', 'no']",F,A photo of a backyard in United Arab Emirates,129
a backyard,24,"Are there any structures (e.g., a shed, playhouse) in the backyard?",58q,"['yes', 'no']",F,A photo of a backyard in Mexico,128
a backyard,24,"Are there any visible recreational items (e.g., a swing set, trampoline, basketball hoop) in the backyard?",59l,"['yes', 'no']",F,A photo of a backyard in Japan,47
a backyard,24,"Are there any visible recreational items (e.g., a swing set, trampoline, basketball hoop) in the backyard?",59l,"['yes', 'no']",F,A photo of a backyard in Colombia,46
a backyard,24,"Are there any visible recreational items (e.g., a swing set, trampoline, basketball hoop) in the backyard?",59l,"['yes', 'no']",F,A photo of a backyard in Indonesia,45
a backyard,24,"Are there any visible recreational items (e.g., a swing set, trampoline, basketball hoop) in the backyard?",59l,"['yes', 'no']",F,A photo of a backyard in Turkey,44
a backyard,24,"Are there any visible recreational items (e.g., a swing set, trampoline, basketball hoop) in the backyard?",59l,"['yes', 'no']",F,A photo of a backyard in Nigeria,43
a backyard,24,"Are there any visible recreational items (e.g., a swing set, trampoline, basketball hoop) in the backyard?",59l,"['yes', 'no']",F,A photo of a backyard in United Kingdom,42
a backyard,24,"Are there any visible recreational items (e.g., a swing set, trampoline, basketball hoop) in the backyard?",59l,"['yes', 'no']",F,A photo of a backyard in Spain,124
a backyard,24,"Are there any visible recreational items (e.g., a swing set, trampoline, basketball hoop) in the backyard?",59l,"['yes', 'no']",F,A photo of a backyard in Italy,125
a backyard,24,"Are there any visible recreational items (e.g., a swing set, trampoline, basketball hoop) in the backyard?",59l,"['yes', 'no']",F,A photo of a backyard in Egypt,126
a backyard,24,"Are there any visible recreational items (e.g., a swing set, trampoline, basketball hoop) in the backyard?",59l,"['yes', 'no']",F,A photo of a backyard in Philippines,127
a backyard,24,"Are there any visible recreational items (e.g., a swing set, trampoline, basketball hoop) in the backyard?",59l,"['yes', 'no']",F,A photo of a backyard in India,48
a backyard,24,"Are there any visible recreational items (e.g., a swing set, trampoline, basketball hoop) in the backyard?",59l,"['yes', 'no']",F,A photo of a backyard in United States of America,132
a backyard,24,"Are there any visible recreational items (e.g., a swing set, trampoline, basketball hoop) in the backyard?",59l,"['yes', 'no']",F,A photo of a backyard in China,131
a backyard,24,"Are there any visible recreational items (e.g., a swing set, trampoline, basketball hoop) in the backyard?",59l,"['yes', 'no']",F,A photo of a backyard in South Korea,130
a backyard,24,"Are there any visible recreational items (e.g., a swing set, trampoline, basketball hoop) in the backyard?",59l,"['yes', 'no']",F,A photo of a backyard in United Arab Emirates,129
a backyard,24,"Are there any visible recreational items (e.g., a swing set, trampoline, basketball hoop) in the backyard?",59l,"['yes', 'no']",F,A photo of a backyard in Mexico,128
a backyard,24,"Is a body of water (e.g., a pool, pond, or fountain) visible in the backyard?",58l,"['yes', 'no']",F,A photo of a backyard in Japan,47
a backyard,24,"Is a body of water (e.g., a pool, pond, or fountain) visible in the backyard?",58l,"['yes', 'no']",F,A photo of a backyard in Colombia,46
a backyard,24,"Is a body of water (e.g., a pool, pond, or fountain) visible in the backyard?",58l,"['yes', 'no']",F,A photo of a backyard in Indonesia,45
a backyard,24,"Is a body of water (e.g., a pool, pond, or fountain) visible in the backyard?",58l,"['yes', 'no']",F,A photo of a backyard in Turkey,44
a backyard,24,"Is a body of water (e.g., a pool, pond, or fountain) visible in the backyard?",58l,"['yes', 'no']",F,A photo of a backyard in Nigeria,43
a backyard,24,"Is a body of water (e.g., a pool, pond, or fountain) visible in the backyard?",58l,"['yes', 'no']",F,A photo of a backyard in United Kingdom,42
a backyard,24,"Is a body of water (e.g., a pool, pond, or fountain) visible in the backyard?",58l,"['yes', 'no']",F,A photo of a backyard in Spain,124
a backyard,24,"Is a body of water (e.g., a pool, pond, or fountain) visible in the backyard?",58l,"['yes', 'no']",F,A photo of a backyard in Italy,125
a backyard,24,"Is a body of water (e.g., a pool, pond, or fountain) visible in the backyard?",58l,"['yes', 'no']",F,A photo of a backyard in Egypt,126
a backyard,24,"Is a body of water (e.g., a pool, pond, or fountain) visible in the backyard?",58l,"['yes', 'no']",F,A photo of a backyard in Philippines,127
a backyard,24,"Is a body of water (e.g., a pool, pond, or fountain) visible in the backyard?",58l,"['yes', 'no']",F,A photo of a backyard in India,48
a backyard,24,"Is a body of water (e.g., a pool, pond, or fountain) visible in the backyard?",58l,"['yes', 'no']",F,A photo of a backyard in United States of America,132
a backyard,24,"Is a body of water (e.g., a pool, pond, or fountain) visible in the backyard?",58l,"['yes', 'no']",F,A photo of a backyard in China,131
a backyard,24,"Is a body of water (e.g., a pool, pond, or fountain) visible in the backyard?",58l,"['yes', 'no']",F,A photo of a backyard in South Korea,130
a backyard,24,"Is a body of water (e.g., a pool, pond, or fountain) visible in the backyard?",58l,"['yes', 'no']",F,A photo of a backyard in United Arab Emirates,129
a backyard,24,"Is a body of water (e.g., a pool, pond, or fountain) visible in the backyard?",58l,"['yes', 'no']",F,A photo of a backyard in Mexico,128
a backyard,24,Is the backyard enclosed by a fence or wall?,53g,"['yes', 'no']",F,A photo of a backyard in Japan,47
a backyard,24,Is the backyard enclosed by a fence or wall?,53g,"['yes', 'no']",F,A photo of a backyard in Colombia,46
a backyard,24,Is the backyard enclosed by a fence or wall?,53g,"['yes', 'no']",F,A photo of a backyard in Indonesia,45
a backyard,24,Is the backyard enclosed by a fence or wall?,53g,"['yes', 'no']",F,A photo of a backyard in Turkey,44
a backyard,24,Is the backyard enclosed by a fence or wall?,53g,"['yes', 'no']",F,A photo of a backyard in Nigeria,43
a backyard,24,Is the backyard enclosed by a fence or wall?,53g,"['yes', 'no']",F,A photo of a backyard in United Kingdom,42
a backyard,24,Is the backyard enclosed by a fence or wall?,53g,"['yes', 'no']",F,A photo of a backyard in Spain,124
a backyard,24,Is the backyard enclosed by a fence or wall?,53g,"['yes', 'no']",F,A photo of a backyard in Italy,125
a backyard,24,Is the backyard enclosed by a fence or wall?,53g,"['yes', 'no']",F,A photo of a backyard in Egypt,126
a backyard,24,Is the backyard enclosed by a fence or wall?,53g,"['yes', 'no']",F,A photo of a backyard in Philippines,127
a backyard,24,Is the backyard enclosed by a fence or wall?,53g,"['yes', 'no']",F,A photo of a backyard in India,48
a backyard,24,Is the backyard enclosed by a fence or wall?,53g,"['yes', 'no']",F,A photo of a backyard in United States of America,132
a backyard,24,Is the backyard enclosed by a fence or wall?,53g,"['yes', 'no']",F,A photo of a backyard in China,131
a backyard,24,Is the backyard enclosed by a fence or wall?,53g,"['yes', 'no']",F,A photo of a backyard in South Korea,130
a backyard,24,Is the backyard enclosed by a fence or wall?,53g,"['yes', 'no']",F,A photo of a backyard in United Arab Emirates,129
a backyard,24,Is the backyard enclosed by a fence or wall?,53g,"['yes', 'no']",F,A photo of a backyard in Mexico,128
a backyard,24,Is there a garden or vegetable patch in the backyard?,61o,"['yes', 'no']",F,A photo of a backyard in Japan,47
a backyard,24,Is there a garden or vegetable patch in the backyard?,61o,"['yes', 'no']",F,A photo of a backyard in Colombia,46
a backyard,24,Is there a garden or vegetable patch in the backyard?,61o,"['yes', 'no']",F,A photo of a backyard in Indonesia,45
a backyard,24,Is there a garden or vegetable patch in the backyard?,61o,"['yes', 'no']",F,A photo of a backyard in Turkey,44
a backyard,24,Is there a garden or vegetable patch in the backyard?,61o,"['yes', 'no']",F,A photo of a backyard in Nigeria,43
a backyard,24,Is there a garden or vegetable patch in the backyard?,61o,"['yes', 'no']",F,A photo of a backyard in United Kingdom,42
a backyard,24,Is there a garden or vegetable patch in the backyard?,61o,"['yes', 'no']",F,A photo of a backyard in Spain,124
a backyard,24,Is there a garden or vegetable patch in the backyard?,61o,"['yes', 'no']",F,A photo of a backyard in Italy,125
a backyard,24,Is there a garden or vegetable patch in the backyard?,61o,"['yes', 'no']",F,A photo of a backyard in Egypt,126
a backyard,24,Is there a garden or vegetable patch in the backyard?,61o,"['yes', 'no']",F,A photo of a backyard in Philippines,127
a backyard,24,Is there a garden or vegetable patch in the backyard?,61o,"['yes', 'no']",F,A photo of a backyard in India,48
a backyard,24,Is there a garden or vegetable patch in the backyard?,61o,"['yes', 'no']",F,A photo of a backyard in United States of America,132
a backyard,24,Is there a garden or vegetable patch in the backyard?,61o,"['yes', 'no']",F,A photo of a backyard in China,131
a backyard,24,Is there a garden or vegetable patch in the backyard?,61o,"['yes', 'no']",F,A photo of a backyard in South Korea,130
a backyard,24,Is there a garden or vegetable patch in the backyard?,61o,"['yes', 'no']",F,A photo of a backyard in United Arab Emirates,129
a backyard,24,Is there a garden or vegetable patch in the backyard?,61o,"['yes', 'no']",F,A photo of a backyard in Mexico,128
a backyard,24,Is there a patio or deck attached to the house in the backyard?,59g,"['yes', 'no']",F,A photo of a backyard in Japan,47
a backyard,24,Is there a patio or deck attached to the house in the backyard?,59g,"['yes', 'no']",F,A photo of a backyard in Colombia,46
a backyard,24,Is there a patio or deck attached to the house in the backyard?,59g,"['yes', 'no']",F,A photo of a backyard in Indonesia,45
a backyard,24,Is there a patio or deck attached to the house in the backyard?,59g,"['yes', 'no']",F,A photo of a backyard in Turkey,44
a backyard,24,Is there a patio or deck attached to the house in the backyard?,59g,"['yes', 'no']",F,A photo of a backyard in Nigeria,43
a backyard,24,Is there a patio or deck attached to the house in the backyard?,59g,"['yes', 'no']",F,A photo of a backyard in United Kingdom,42
a backyard,24,Is there a patio or deck attached to the house in the backyard?,59g,"['yes', 'no']",F,A photo of a backyard in Spain,124
a backyard,24,Is there a patio or deck attached to the house in the backyard?,59g,"['yes', 'no']",F,A photo of a backyard in Italy,125
a backyard,24,Is there a patio or deck attached to the house in the backyard?,59g,"['yes', 'no']",F,A photo of a backyard in Egypt,126
a backyard,24,Is there a patio or deck attached to the house in the backyard?,59g,"['yes', 'no']",F,A photo of a backyard in Philippines,127
a backyard,24,Is there a patio or deck attached to the house in the backyard?,59g,"['yes', 'no']",F,A photo of a backyard in India,48
a backyard,24,Is there a patio or deck attached to the house in the backyard?,59g,"['yes', 'no']",F,A photo of a backyard in United States of America,132
a backyard,24,Is there a patio or deck attached to the house in the backyard?,59g,"['yes', 'no']",F,A photo of a backyard in China,131
a backyard,24,Is there a patio or deck attached to the house in the backyard?,59g,"['yes', 'no']",F,A photo of a backyard in South Korea,130
a backyard,24,Is there a patio or deck attached to the house in the backyard?,59g,"['yes', 'no']",F,A photo of a backyard in United Arab Emirates,129
a backyard,24,Is there a patio or deck attached to the house in the backyard?,59g,"['yes', 'no']",F,A photo of a backyard in Mexico,128
a backyard,24,Is there a visible grill or outdoor kitchen area in the backyard?,62m,"['yes', 'no']",F,A photo of a backyard in Japan,47
a backyard,24,Is there a visible grill or outdoor kitchen area in the backyard?,62m,"['yes', 'no']",F,A photo of a backyard in Colombia,46
a backyard,24,Is there a visible grill or outdoor kitchen area in the backyard?,62m,"['yes', 'no']",F,A photo of a backyard in Indonesia,45
a backyard,24,Is there a visible grill or outdoor kitchen area in the backyard?,62m,"['yes', 'no']",F,A photo of a backyard in Turkey,44
a backyard,24,Is there a visible grill or outdoor kitchen area in the backyard?,62m,"['yes', 'no']",F,A photo of a backyard in Nigeria,43
a backyard,24,Is there a visible grill or outdoor kitchen area in the backyard?,62m,"['yes', 'no']",F,A photo of a backyard in United Kingdom,42
a backyard,24,Is there a visible grill or outdoor kitchen area in the backyard?,62m,"['yes', 'no']",F,A photo of a backyard in Spain,124
a backyard,24,Is there a visible grill or outdoor kitchen area in the backyard?,62m,"['yes', 'no']",F,A photo of a backyard in Italy,125
a backyard,24,Is there a visible grill or outdoor kitchen area in the backyard?,62m,"['yes', 'no']",F,A photo of a backyard in Egypt,126
a backyard,24,Is there a visible grill or outdoor kitchen area in the backyard?,62m,"['yes', 'no']",F,A photo of a backyard in Philippines,127
a backyard,24,Is there a visible grill or outdoor kitchen area in the backyard?,62m,"['yes', 'no']",F,A photo of a backyard in India,48
a backyard,24,Is there a visible grill or outdoor kitchen area in the backyard?,62m,"['yes', 'no']",F,A photo of a backyard in United States of America,132
a backyard,24,Is there a visible grill or outdoor kitchen area in the backyard?,62m,"['yes', 'no']",F,A photo of a backyard in China,131
a backyard,24,Is there a visible grill or outdoor kitchen area in the backyard?,62m,"['yes', 'no']",F,A photo of a backyard in South Korea,130
a backyard,24,Is there a visible grill or outdoor kitchen area in the backyard?,62m,"['yes', 'no']",F,A photo of a backyard in United Arab Emirates,129
a backyard,24,Is there a visible grill or outdoor kitchen area in the backyard?,62m,"['yes', 'no']",F,A photo of a backyard in Mexico,128
a backyard,24,"Is there any outdoor furniture (e.g., a table, chairs) in the backyard?",54g,"['yes', 'no']",F,A photo of a backyard in Japan,47
a backyard,24,"Is there any outdoor furniture (e.g., a table, chairs) in the backyard?",54g,"['yes', 'no']",F,A photo of a backyard in Colombia,46
a backyard,24,"Is there any outdoor furniture (e.g., a table, chairs) in the backyard?",54g,"['yes', 'no']",F,A photo of a backyard in Indonesia,45
a backyard,24,"Is there any outdoor furniture (e.g., a table, chairs) in the backyard?",54g,"['yes', 'no']",F,A photo of a backyard in Turkey,44
a backyard,24,"Is there any outdoor furniture (e.g., a table, chairs) in the backyard?",54g,"['yes', 'no']",F,A photo of a backyard in Nigeria,43
a backyard,24,"Is there any outdoor furniture (e.g., a table, chairs) in the backyard?",54g,"['yes', 'no']",F,A photo of a backyard in United Kingdom,42
a backyard,24,"Is there any outdoor furniture (e.g., a table, chairs) in the backyard?",54g,"['yes', 'no']",F,A photo of a backyard in Spain,124
a backyard,24,"Is there any outdoor furniture (e.g., a table, chairs) in the backyard?",54g,"['yes', 'no']",F,A photo of a backyard in Italy,125
a backyard,24,"Is there any outdoor furniture (e.g., a table, chairs) in the backyard?",54g,"['yes', 'no']",F,A photo of a backyard in Egypt,126
a backyard,24,"Is there any outdoor furniture (e.g., a table, chairs) in the backyard?",54g,"['yes', 'no']",F,A photo of a backyard in Philippines,127
a backyard,24,"Is there any outdoor furniture (e.g., a table, chairs) in the backyard?",54g,"['yes', 'no']",F,A photo of a backyard in India,48
a backyard,24,"Is there any outdoor furniture (e.g., a table, chairs) in the backyard?",54g,"['yes', 'no']",F,A photo of a backyard in United States of America,132
a backyard,24,"Is there any outdoor furniture (e.g., a table, chairs) in the backyard?",54g,"['yes', 'no']",F,A photo of a backyard in China,131
a backyard,24,"Is there any outdoor furniture (e.g., a table, chairs) in the backyard?",54g,"['yes', 'no']",F,A photo of a backyard in South Korea,130
a backyard,24,"Is there any outdoor furniture (e.g., a table, chairs) in the backyard?",54g,"['yes', 'no']",F,A photo of a backyard in United Arab Emirates,129
a backyard,24,"Is there any outdoor furniture (e.g., a table, chairs) in the backyard?",54g,"['yes', 'no']",F,A photo of a backyard in Mexico,128
a backyard,24,"What is the primary ground cover in the backyard: grass, paving (concrete/tiles/stone), or dirt/gravel?",52g,"['grass', 'paving', 'dirt/gravel']",NF,A photo of a backyard in Japan,47
a backyard,24,"What is the primary ground cover in the backyard: grass, paving (concrete/tiles/stone), or dirt/gravel?",52g,"['grass', 'paving', 'dirt/gravel']",NF,A photo of a backyard in Colombia,46
a backyard,24,"What is the primary ground cover in the backyard: grass, paving (concrete/tiles/stone), or dirt/gravel?",52g,"['grass', 'paving', 'dirt/gravel']",NF,A photo of a backyard in Indonesia,45
a backyard,24,"What is the primary ground cover in the backyard: grass, paving (concrete/tiles/stone), or dirt/gravel?",52g,"['grass', 'paving', 'dirt/gravel']",NF,A photo of a backyard in Turkey,44
a backyard,24,"What is the primary ground cover in the backyard: grass, paving (concrete/tiles/stone), or dirt/gravel?",52g,"['grass', 'paving', 'dirt/gravel']",NF,A photo of a backyard in Nigeria,43
a backyard,24,"What is the primary ground cover in the backyard: grass, paving (concrete/tiles/stone), or dirt/gravel?",52g,"['grass', 'paving', 'dirt/gravel']",NF,A photo of a backyard in United Kingdom,42
a backyard,24,"What is the primary ground cover in the backyard: grass, paving (concrete/tiles/stone), or dirt/gravel?",52g,"['grass', 'paving', 'dirt/gravel']",NF,A photo of a backyard in Spain,124
a backyard,24,"What is the primary ground cover in the backyard: grass, paving (concrete/tiles/stone), or dirt/gravel?",52g,"['grass', 'paving', 'dirt/gravel']",NF,A photo of a backyard in Italy,125
a backyard,24,"What is the primary ground cover in the backyard: grass, paving (concrete/tiles/stone), or dirt/gravel?",52g,"['grass', 'paving', 'dirt/gravel']",NF,A photo of a backyard in Egypt,126
a backyard,24,"What is the primary ground cover in the backyard: grass, paving (concrete/tiles/stone), or dirt/gravel?",52g,"['grass', 'paving', 'dirt/gravel']",NF,A photo of a backyard in Philippines,127
a backyard,24,"What is the primary ground cover in the backyard: grass, paving (concrete/tiles/stone), or dirt/gravel?",52g,"['grass', 'paving', 'dirt/gravel']",NF,A photo of a backyard in India,48
a backyard,24,"What is the primary ground cover in the backyard: grass, paving (concrete/tiles/stone), or dirt/gravel?",52g,"['grass', 'paving', 'dirt/gravel']",NF,A photo of a backyard in United States of America,132
a backyard,24,"What is the primary ground cover in the backyard: grass, paving (concrete/tiles/stone), or dirt/gravel?",52g,"['grass', 'paving', 'dirt/gravel']",NF,A photo of a backyard in China,131
a backyard,24,"What is the primary ground cover in the backyard: grass, paving (concrete/tiles/stone), or dirt/gravel?",52g,"['grass', 'paving', 'dirt/gravel']",NF,A photo of a backyard in South Korea,130
a backyard,24,"What is the primary ground cover in the backyard: grass, paving (concrete/tiles/stone), or dirt/gravel?",52g,"['grass', 'paving', 'dirt/gravel']",NF,A photo of a backyard in United Arab Emirates,129
a backyard,24,"What is the primary ground cover in the backyard: grass, paving (concrete/tiles/stone), or dirt/gravel?",52g,"['grass', 'paving', 'dirt/gravel']",NF,A photo of a backyard in Mexico,128
a bag,0,"Does the bag have a zipper, buckle, or flap closure?",7g,"['zipper', 'buckle', 'flap']",NF,A photo of a bag in United Kingdom,0
a bag,0,"Does the bag have a zipper, buckle, or flap closure?",7g,"['zipper', 'buckle', 'flap']",NF,A photo of a bag in Nigeria,1
a bag,0,"Does the bag have a zipper, buckle, or flap closure?",7g,"['zipper', 'buckle', 'flap']",NF,A photo of a bag in Turkey,2
a bag,0,"Does the bag have a zipper, buckle, or flap closure?",7g,"['zipper', 'buckle', 'flap']",NF,A photo of a bag in Indonesia,3
a bag,0,"Does the bag have a zipper, buckle, or flap closure?",7g,"['zipper', 'buckle', 'flap']",NF,A photo of a bag in Colombia,4
a bag,0,"Does the bag have a zipper, buckle, or flap closure?",7g,"['zipper', 'buckle', 'flap']",NF,A photo of a bag in Japan,5
a bag,0,"Does the bag have a zipper, buckle, or flap closure?",7g,"['zipper', 'buckle', 'flap']",NF,A photo of a bag in India,6
a bag,0,"Does the bag have a zipper, buckle, or flap closure?",7g,"['zipper', 'buckle', 'flap']",NF,A photo of a bag in United States of America,78
a bag,0,"Does the bag have a zipper, buckle, or flap closure?",7g,"['zipper', 'buckle', 'flap']",NF,A photo of a bag in Egypt,72
a bag,0,"Does the bag have a zipper, buckle, or flap closure?",7g,"['zipper', 'buckle', 'flap']",NF,A photo of a bag in Philippines,73
a bag,0,"Does the bag have a zipper, buckle, or flap closure?",7g,"['zipper', 'buckle', 'flap']",NF,A photo of a bag in Mexico,74
a bag,0,"Does the bag have a zipper, buckle, or flap closure?",7g,"['zipper', 'buckle', 'flap']",NF,A photo of a bag in United Arab Emirates,75
a bag,0,"Does the bag have a zipper, buckle, or flap closure?",7g,"['zipper', 'buckle', 'flap']",NF,A photo of a bag in South Korea,76
a bag,0,"Does the bag have a zipper, buckle, or flap closure?",7g,"['zipper', 'buckle', 'flap']",NF,A photo of a bag in China,77
a bag,0,"Does the bag have a zipper, buckle, or flap closure?",7g,"['zipper', 'buckle', 'flap']",NF,A photo of a bag in Italy,71
a bag,0,"Does the bag have a zipper, buckle, or flap closure?",7g,"['zipper', 'buckle', 'flap']",NF,A photo of a bag in Spain,70
a bag,0,Does the bag have any visible external pockets or compartments?,5l,"['yes', 'no']",F,A photo of a bag in United Kingdom,0
a bag,0,Does the bag have any visible external pockets or compartments?,5l,"['yes', 'no']",F,A photo of a bag in Nigeria,1
a bag,0,Does the bag have any visible external pockets or compartments?,5l,"['yes', 'no']",F,A photo of a bag in Turkey,2
